# $Id: O-2.dat 68 2014-02-18 23:49:56Z nicb $
#
# Fausto Razzi
# O S T I N A T O   2   (versione definitiva)
#
# DURATA TOTALE = 786" = 13'06"  
#
#
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
# NUMERAZIONE SOUNDIN secondo LINK.BAT
# !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#
#  test ricorrenza voci         con tro                   17
#                               sem pre                   7
#                               nel tem po                9
#
#                               contro                    30
#                               sempre                    16
#                               questa resistenza         12
#                               nel tempo                 10 
#                               contro i nemici di classe 8
#                               si rinnova nel tempo      7 
#                               in altre forme            7   
#                               si rinnova                5  
#                               in forme antiche          4
#
# riverbero
#
direct|i99 0 789
#
#    
#    
# BASSO
# durata relativa = 768
# durata assoluta = 783 
#
# 
basso|15|67|52|-2.5|arpa-4-g.aiff|1.47|2|2|0|1.9|1.1|65|0|0.2| arpa1.1
basso|15|67|52|-2.47|arpa-4-h.aiff|1.47|2|1|-0.0043|1.9|1.1|65|0|0.8| arpa2.1
basso|481|47|33|-2.5|arpa-4-g.aiff|1.47|2|2|0|1.9|1.1|79.9118|2|0.2| arpa1.2 
vlrip|523.12|24.37|7|1.836|resist-1.aiff|-1|82.9118|0.22|4|B1.13 - q.resistenza
vlrip|536.62|26.67|6|1.864|tempo-2.aiff|-1|82.9118|0.16|4|B1.14 - nel tempo
vlrip|553.12|29.25|6|1.892|resist-3.aiff|-1|82.9118|0.88|4|B1.15 - q.resistenza
vlrip|572.62|31.92|5|1.92|resist-2.aiff|-1|82.9118|0.11|4|B1.16 - q.resistenza
vlrip|595.12|34.68|4|1.948|srntempo.aiff|-1|82.9118|0.93|4|B1.17 - si rin.n.tempo
vlrip|620.62|37.53|3|1.976|rinnova.aiff|-1|82.9118|0.05|4|B1.18 - si rinnova
vlrip|649.12|40.47|2|2|sempre-5.aiff|-1|82.9118|1|4|B1.19 - sempre
#
#
# VOCE B2 
# coeff. di incremento per ogni linea = 1
# durata rel. = 141 (linee 8 e 9 + 6,15)
# durata ass. = da 470 a 611
#
vlrip|498|1|14|1|contro-4.aiff|-1|82.9118|0.05|4|B2.1 - contro    
vlrip|491|2|14|1|contro-6.aiff|-1|82.9118|0.11|3|B2.2 - contro      
vlrip|485|3|13|1|tempo-0.aiff|-1|82.9118|0.16|2|B2.3 - nel tempo    
vlrip|480|4|13|1|srntempo.aiff|-1|82.9118|0.22|2|B2.4 - si rinn.n.tempo          
vlrip|476|5|12|1|sempre-0.aiff|-1|82.9118|0.27|1|B2.5 - sempre           
vlrip|473|6|12|1|nemici-1.aiff|-1|82.9118|0.33|1|B2.6 - c.i nem.di classe      
vlrip|471|7|11|1|contro-7.aiff|-1|82.9118|0.38|0|B2.7 - contro           
direct|i1 470 3 82.9118 200 16 0 0.00 1.00
direct|i1 470 3 82.9118 200 17 0 0.125 0.875
direct|i1 470 3 82.9118 200 18 0 0.25 0.75
direct|i1 470 3 82.9118 200 19 0 0.375 0.625
direct|i1 470 3 82.9118 200 20 0 0.50 0.50
direct|i1 470 3 82.9118 200 21 0 0.625 0.375
direct|i1 470 3 82.9118 200 22 0 0.75 0.25 
direct|i1 470 3 82.9118 200 23 0 0.875 0.125
direct|i1 470 3 82.9118 200 16 0 1.00 0.00
vlrip|478|9|9|1|contro-0.aiff|-1|82.9118|1|0|B2.8 - contro              
vlrip|479|10|9|1|tempo-1.aiff|-1|82.9118|0|0|B2.9 - nel tempo          
vlrip|471|10|9|1|rinnova.aiff|-1|82.9118|0.44|0|B2.10 - si rinnova         
vlrip|474|11|9|1|contro-2.aiff|-1|82.9118|0.49|1|B2.11 - contro         
vlrip|479|12|8|1|sempre-1.aiff|-1|82.9118|0.55|2|B2.12 - sempre         
vlrip|486|13|7|1|nemici-2.aiff|-1|82.9118|0.6|3|B2.13 - c.i nem.di classe    
vlrip|495|14|6|1|srntempo.aiff|-1|82.9118|0.66|3|B2.14 - si rin.n.tempo        
vlrip|506|15|6|1|resist-3.aiff|-1|82.9118|0.71|4|B2.15 - q.resistenza ***
vlrip|519|16|5|1|sempre-1.aiff|-1|82.9118|0.77|4|B2.16 - sempre        
vlrip|534|17|4|1|tempo-2.aiff|-1|82.9118|0.82|5|B2.17 - nel tempo        
vlrip|551|18|3|1|contro-3.aiff|-1|82.9118|0.88|5|B2.18 - contro        
vlrip|570|19|2|1|contro-5.aiff|-1|82.9118|0.93|5|B2.19 - contro        
#
#
#
# VOCE B3 
# coeff. di incremento per ogni linea = da 0.5 a 0.666 (0.5 + 0.509)
# durata rel. = 85.915 (linea 8 + linea 15)
# durata ass. = da 671.09 a 757
#
vlrip|685.09|0.5|14|0.5|contro-0.aiff|-1|82.9118|1|2|B3.1 - contro            
vlrip|681.59|1.01|14|0.509|contro-1.aiff|-1|82.9118|0|2|B3.2 - contro    
vlrip|678.59|1.54|13|0.518|contro-2.aiff|-1|82.9118|1|2|B3.3 - contro    
vlrip|676.09|2.01|13|0.528|contro-3.aiff|-1|82.9118|0|2|B3.4 - contro     
vlrip|674.09|2.67|12|0.537|contro-4.aiff|-1|82.9118|1|2|B3.5 - contro     
vlrip|672.59|3.27|12|0.546|contro-5.aiff|-1|82.9118|0|2|B3.6 - contro     
vlrip|671.59|3.88|11|0.556|contro-6.aiff|-1|82.9118|1|2|B3.7 - contro     
vlrip|671.09|4.52|10|0.565|contro-7.aiff|-1|82.9118|0|2|B3.8 - contro      
vlrip|671.09|5.17|10|0.574|contro-0.aiff|-1|82.9118|1|2|B3.9 - contro    
vlrip|671.59|5.85|9|0.584|contro-1.aiff|-1|82.9118|0|2|B3.10 - contro   
vlrip|673.09|6.6|9|0.593|contro-2.aiff|-1|82.9118|1|2|B3.11 - contro     
vlrip|675.59|7.32|8|0.602|contro-3.aiff|-1|82.9118|0|2|B3.12 - contro   
vlrip|679.09|8.12|7|0.612|contro-4.aiff|-1|82.9118|1|2|B3.13 - contro   
vlrip|683.59|8.89|6|0.621|contro-7.aiff|-1|82.9118|0|2|B3.14 - contro   
vlrip|689.09|9.75|6|0.63|contro-0.aiff|-1|82.9118|1|2|B3.15 - contro       
vlrip|695.59|10.64|5|0.64|contro-1.aiff|-1|82.9118|0|2|B3.16 - contro    
vlrip|703.09|11.56|4|0.649|contro-2.aiff|-1|82.9118|1|2|B3.17 - contro   
vlrip|711.59|12.51|3|0.658|contro-3.aiff|-1|82.9118|0|2|B3.18 - contro   
vlrip|721.09|13.49|2|0.666|contro-4.aiff|-1|82.9118|1|2|B3.19 - contro   
#
#       
#
#
#       
# VOCE A32
# coeff.di incremento: da -0.5 a 0.65   (-0.5 -0.09)
# durata rel.= 154.83 (linea1 + linea 7)
# durata ass. = da 602.17 a 757
#
#
vlrip|602.17|13|15|-0.500|srntempo.aiff|-1|82.9118|0.5|0|A32.1 - si rinn.n.tempo   
vlrip|611.57|12.623|15|-0.509|forme.aiff|-1|82.9118|0.5|0|A32.2 - in a.forme
vlrip|620.07|12.36|15|-0.518|resist-2.aiff|-1|82.9118|0.5|0|A32.3 - q.resistenza
vlrip|627.67|12.073|15|-0.527|nemici-2.aiff|-1|82.9118|0.5|0|A32.4 - c.i nem.di cl.
vlrip|635.57|11.77|15|-0.537|sempre-4.aiff|-1|82.9118|0.5|0|A32.5 - sempre    
vlrip|642.57|11.443|15|-0.546|rinnova.aiff|-1|82.9118|0.5|0|A32.6 - si rinnova
vlrip|649.07|11.11|15|-0.555|srntempo.aiff|-1|82.9118|0.5|0|A32.7 - si rinn.n.tempo
